id,full_name,email,phone,avatar_url,gender,date_of_birth,department_id,job_title_id,position,level,reports_to_id,hire_date,tenure_years,years_of_experience,contract_type,talent_tier,readiness_level,target_position,mentor_id,performance_score,potential_score,risk_score,overall_score,risk_band,risk_reasons,departure_reasons,comp_technical,comp_leadership,comp_communication,comp_problem_solving,comp_adaptability,comp_target_technical,comp_target_leadership,comp_target_communication,comp_target_problem_solving,comp_target_adaptability,ktp_progress,is_active,created_at,updated_at,department_name,department_short,manager_name,manager_position,mentor_name
c27bc0dc-db53-4a75-ba9b-729e74528648,"Huỳnh Hồng Thu",huynh.hồng.thu38@itlgroup.vn,0923383077,,Nữ,1959-08-01,abab928d-5192-4a3d-85f8-ef4d890c225a,,"Kế Toán Trưởng",4,6624defd-7d6b-45df-a029-7f14ffa6c48a,2020-07-13,5.8,10,"Toàn thời gian","Tiềm năng","Ready Now","Trưởng phòng",12547f34-a1e2-4bd3-9388-4710e332403d,84.6,72.6,18.4,78.6,Low,{},{},73.5,90.1,79.3,73.0,92.1,89.3,100.0,94.1,80.3,100.0,33,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:27.996251+00","Phòng Tài Chính - Kế Toán",FIN,"Lê Bảo Hùng","Trưởng phòng KD Nội Địa","Hoàng Minh Hương"
1ff47fe7-2592-4f68-a57a-5fd7c49ec950,"Hoàng Hữu Phúc",hoàng.hữu.phúc40@itlgroup.vn,0941163805,,Nam,1961-11-09,abab928d-5192-4a3d-85f8-ef4d890c225a,,"Kiểm Toán Viên Cao Cấp",4,b6475511-39d7-40ed-929a-a57e8ef3d8af,2015-03-08,11.1,14,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",14a5ab1e-bfdb-42b2-be5e-276884e9fcaf,73.3,79.6,19.3,76.5,Low,{},{},77.4,69.8,82.3,75.2,79.8,89.3,84.8,100.0,87.2,89.1,69,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:28.368184+00","Phòng Tài Chính - Kế Toán",FIN,"Trần Trọng Châu","Trưởng phòng Kiểm Toán Nội Bộ","Võ Gia Nam"
cbdee554-8d7e-44ce-9734-25cb4653c820,"Lê Minh Dũng",le.minh.dũng41@itlgroup.vn,0912944682,,Nam,1963-05-01,0909368e-fb16-4fc4-a334-d2f0fb4edd91,,"Chuyên viên KD Cao Cấp",4,debc6700-5ee6-4260-ac49-4b18419793e3,2014-10-10,11.5,14,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",33855c4f-a2ce-4fcf-8975-b5df6fd959c5,66.2,52.5,56.5,59.4,Medium,"{""Hiệu suất biến động"",""Thâm niên thấp""}",{},72.1,68.4,54.8,59.7,61.1,85.6,83.7,71.0,65.4,75.2,63,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:28.526641+00","Phòng Kinh Doanh",KD,"Đặng Thị Hương","Trưởng phòng Đào Tạo & Phát Triển","Nguyễn Quang Nghĩa"
da1d54b7-c9de-4c1a-8abf-896697f1ff67,"Dương Gia Huy",duong.gia.huy42@itlgroup.vn,0987789079,,Nam,1964-12-05,0909368e-fb16-4fc4-a334-d2f0fb4edd91,,"Chuyên viên KD Cao Cấp",4,74b2a67d-2f9d-4cd6-8e9c-9b91fd8a5827,2012-10-26,13.5,16,"Toàn thời gian","Tiềm năng","Ready Now","Trưởng phòng",56da6f8b-c8d5-44ae-a3ca-3850cdd37b89,76.8,71.0,47.3,73.9,Medium,{},{},77.7,82.7,81.3,71.3,76.1,84.1,92.1,97.5,78.9,83.1,69,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:28.703183+00","Phòng Kinh Doanh",KD,"Võ Trọng Châu","Trưởng phòng KD Hà Nội","Vũ Hữu Đức"
2be94e10-8287-4735-87d1-333c22d64b3a,"Lý Hữu Tùng",lý.hữu.tùng43@itlgroup.vn,0984801233,,Nam,1964-02-26,0909368e-fb16-4fc4-a334-d2f0fb4edd91,,"Chuyên viên KD Cao Cấp",4,bd0a400d-0696-448e-8dbb-33fee83d6e76,2017-05-27,8.9,10,"Toàn thời gian","Kế thừa","Ready in 1 Year","Trưởng phòng",56da6f8b-c8d5-44ae-a3ca-3850cdd37b89,90.7,87.2,63.2,89.0,High,"{""KTP chưa hoàn thiện"",""Chưa có kế hoạch kế thừa""}",{},94.5,83.1,82.5,98.9,83.1,100.0,92.1,89.4,100.0,99.3,33,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:28.897813+00","Phòng Kinh Doanh",KD,"Huỳnh Quang Dũng","Trưởng phòng Hạ Tầng & Bảo Mật","Vũ Hữu Đức"
fd849af5-3b6a-49e7-8e86-38c849550237,"Bùi Trọng Phúc",bùi.trọng.phúc44@itlgroup.vn,0925659979,,Nam,1971-01-02,0909368e-fb16-4fc4-a334-d2f0fb4edd91,,"Chuyên viên KD Cao Cấp",4,33855c4f-a2ce-4fcf-8975-b5df6fd959c5,2010-11-08,15.5,18,"Toàn thời gian","Tiềm năng","Ready Now","Trưởng phòng",6624defd-7d6b-45df-a029-7f14ffa6c48a,76.0,87.2,28.0,81.6,Low,{},{},82.4,80.3,81.0,83.4,85.6,92.0,92.7,87.5,100.0,92.6,58,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:29.056785+00","Phòng Kinh Doanh",KD,"Nguyễn Quang Nghĩa","Trưởng phòng KD Đà Nẵng","Lê Bảo Hùng"
67417893-77a5-4894-aec7-ad73beef031a,"Huỳnh Bảo Khánh",huynh.bao.khánh45@itlgroup.vn,0923335151,,Nam,1964-09-21,0909368e-fb16-4fc4-a334-d2f0fb4edd91,,"Chuyên viên KD Cao Cấp",4,c78be7b2-e282-41b4-87b5-ddf7eec4452e,2015-10-24,10.5,14,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",56da6f8b-c8d5-44ae-a3ca-3850cdd37b89,89.3,72.7,55.9,81.0,Medium,"{""KTP chưa hoàn thiện"",""Hiệu suất biến động""}",{},93.1,76.3,91.6,78.6,85.4,100.0,87.3,99.4,85.4,100.0,58,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:29.220947+00","Phòng Kinh Doanh",KD,"Vũ Hồng Huy","Trưởng phòng KD Quốc Tế","Vũ Hữu Đức"
eab53c22-2fb7-443c-98e9-58d1f9546e17,"Dương Văn Anh",duong.van.anh47@itlgroup.vn,0978885632,,Nam,1957-02-15,0909368e-fb16-4fc4-a334-d2f0fb4edd91,,"Key Account Manager",4,74b2a67d-2f9d-4cd6-8e9c-9b91fd8a5827,2009-06-26,16.8,20,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",14a5ab1e-bfdb-42b2-be5e-276884e9fcaf,74.4,40.8,24.6,57.6,Low,{},{},69.1,62.5,72.9,63.8,73.8,81.7,81.7,78.6,80.5,91.8,66,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:29.580358+00","Phòng Kinh Doanh",KD,"Võ Trọng Châu","Trưởng phòng KD Hà Nội","Võ Gia Nam"
9f8dfcc2-29b5-4f44-b0d6-a152444396da,"Hoàng Đình Sơn",hoàng.dình.son48@itlgroup.vn,0961124122,,Nam,1956-09-10,0909368e-fb16-4fc4-a334-d2f0fb4edd91,,"Key Account Manager",4,c78be7b2-e282-41b4-87b5-ddf7eec4452e,2009-08-28,16.7,19,"Toàn thời gian","Tiềm năng","Ready Now","Trưởng phòng",0c7f9a18-4a52-4c30-8097-1a42f9bedad0,79.3,64.5,60.0,71.9,High,"{""Thâm niên thấp"",""Hiệu suất biến động""}",{},82.9,68.0,68.6,67.4,80.5,94.7,82.1,75.1,82.9,98.3,83,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:29.75533+00","Phòng Kinh Doanh",KD,"Vũ Hồng Huy","Trưởng phòng KD Quốc Tế","Lê Tú Nguyên"
4127b186-eff6-42b7-ab2e-6e41fb3f6cf2,"Lý Ngọc Khánh",lý.ngọc.khánh49@itlgroup.vn,0930486849,,Nam,1960-02-03,0909368e-fb16-4fc4-a334-d2f0fb4edd91,,"Key Account Manager",4,b6475511-39d7-40ed-929a-a57e8ef3d8af,2020-04-14,6.0,8,"Toàn thời gian","Nòng cốt","Ready in 2 Years","Trưởng phòng",74b2a67d-2f9d-4cd6-8e9c-9b91fd8a5827,56.4,56.9,34.9,56.7,Medium,{},{},54.8,43.9,57.2,59.8,55.9,72.3,50.3,63.6,75.9,73.1,71,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:29.946035+00","Phòng Kinh Doanh",KD,"Trần Trọng Châu","Trưởng phòng Kiểm Toán Nội Bộ","Võ Trọng Châu"
a7dbea06-2064-4aab-ac37-a0b3c1fa2f28,"Dương Trí Lâm",duong.trí.lam51@itlgroup.vn,0929226889,,Nam,1957-11-13,f2caae64-0618-4ab3-813c-ac0bb1665d71,,"Senior Developer",4,da5f13ee-0175-4898-b44c-e1622b7cb745,2019-11-18,6.4,8,"Toàn thời gian","Kế thừa","Ready Now","Trưởng phòng",74b2a67d-2f9d-4cd6-8e9c-9b91fd8a5827,91.5,81.5,24.7,86.5,Low,{},{},84.0,92.6,100.0,85.5,83.0,90.0,100.0,100.0,91.9,96.0,48,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:30.268089+00","Phòng Công Nghệ Thông Tin",IT,"Dương Trọng Khoa","Trưởng phòng Điều Phối Vận Chuyển","Võ Trọng Châu"
efd789e7-3349-4dfd-827d-886f494c600a,"Vũ Đình Thành",vũ.dình.thành52@itlgroup.vn,0966910299,,Nam,1960-10-15,f2caae64-0618-4ab3-813c-ac0bb1665d71,,"Senior Developer",4,12547f34-a1e2-4bd3-9388-4710e332403d,2011-06-10,14.9,18,"Toàn thời gian","Tiềm năng","Ready Now","Trưởng phòng",049c1691-8703-46c2-900f-8e78c09a1769,83.8,68.4,14.7,76.1,Low,{},{},72.3,83.1,70.4,70.8,80.3,83.5,91.3,83.1,81.0,87.0,86,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:30.471355+00","Phòng Công Nghệ Thông Tin",IT,"Hoàng Minh Hương","Trưởng phòng Tuyển Dụng","Trần Trí Hùng"
c780f324-a896-4a1b-9d98-6f880b469f44,"Đỗ Trí Hải",dỗ.trí.hai53@itlgroup.vn,0976757928,,Nam,1962-03-05,f2caae64-0618-4ab3-813c-ac0bb1665d71,,"Senior Developer",4,d3230c06-1f39-4f18-bfcd-92966660ee97,2017-11-10,8.5,10,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Trưởng phòng",85f46195-fb4c-4f36-a9f2-6682440b1cc1,64.8,70.0,10.4,67.4,Low,{},{},75.3,70.6,75.5,62.2,59.4,86.0,86.2,88.0,79.7,76.5,9,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:30.630773+00","Phòng Công Nghệ Thông Tin",IT,"Huỳnh Thu Chi","Trưởng phòng Marketing Số","Hoàng Gia Dũng"
ef8b15e1-a98d-42d6-8fbf-67ccf19eb56d,"Vũ Công Tuấn",vũ.cong.tuấn54@itlgroup.vn,0971753160,,Nam,1964-02-14,f2caae64-0618-4ab3-813c-ac0bb1665d71,,"Senior Developer",4,c78be7b2-e282-41b4-87b5-ddf7eec4452e,2015-01-15,11.3,15,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",12547f34-a1e2-4bd3-9388-4710e332403d,88.1,68.8,41.5,78.5,Medium,{},{},78.1,77.4,96.5,75.7,96.0,95.8,86.0,100.0,88.6,100.0,39,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:30.800451+00","Phòng Công Nghệ Thông Tin",IT,"Vũ Hồng Huy","Trưởng phòng KD Quốc Tế","Hoàng Minh Hương"
a350aa87-c525-4502-b249-5904c9f784f3,"Bùi Ngọc Châu",bùi.ngọc.chau56@itlgroup.vn,0978093604,,Nam,1973-05-15,f2caae64-0618-4ab3-813c-ac0bb1665d71,,"Senior DevOps Engineer",4,6f6ca5a7-55b5-41d9-b1bc-3aca7d2efb80,2016-11-19,9.4,12,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",8c6368c5-8139-4462-8cd4-5ab93c890dc3,94.3,56.2,63.4,75.3,High,"{""Thiếu mentor"",""Hiệu suất biến động""}",{},75.9,69.6,84.0,79.0,79.8,87.7,75.5,100.0,85.2,97.8,11,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:31.147539+00","Phòng Công Nghệ Thông Tin",IT,"Nguyễn Tú Hương","Trưởng phòng CSKH","Nguyễn Trọng Thành"
9d3f7338-ca9e-40b5-a4ea-b8d21dc4c089,"Bùi Mỹ Ánh",bùi.mỹ.ánh57@itlgroup.vn,0956095437,,Nữ,1973-09-21,f2caae64-0618-4ab3-813c-ac0bb1665d71,,"Business Analyst Cao Cấp",4,0c7f9a18-4a52-4c30-8097-1a42f9bedad0,2015-08-19,10.7,13,"Toàn thời gian","Kế thừa","Ready Now","Trưởng phòng",4145ec08-5925-453e-ace7-08fd3da5ef00,84.6,84.8,34.7,84.7,Medium,{},{},81.1,81.6,78.5,75.9,77.3,88.7,90.3,90.1,87.5,90.1,20,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:31.317069+00","Phòng Công Nghệ Thông Tin",IT,"Lê Tú Nguyên","Trưởng phòng C&B","Phạm Thanh Anh"
5c0f3343-e93e-499c-9fb4-4ba70d9e7e18,"Huỳnh Phương Ngọc",huynh.phuong.ngọc58@itlgroup.vn,0990893133,,Nữ,1971-06-03,f2caae64-0618-4ab3-813c-ac0bb1665d71,,"Business Analyst Cao Cấp",4,d3230c06-1f39-4f18-bfcd-92966660ee97,2015-07-25,10.7,13,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",6624defd-7d6b-45df-a029-7f14ffa6c48a,74.9,79.5,45.6,77.2,Medium,{},{},72.9,75.2,76.0,71.3,87.6,86.6,82.3,86.2,90.8,100.0,50,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:31.529238+00","Phòng Công Nghệ Thông Tin",IT,"Huỳnh Thu Chi","Trưởng phòng Marketing Số","Lê Bảo Hùng"
c919d48f-d93b-48ad-8203-48c2ecd17fed,"Lê Mỹ Hằng",le.mỹ.hang59@itlgroup.vn,0938748452,,Nữ,1965-08-07,f2caae64-0618-4ab3-813c-ac0bb1665d71,,"Business Analyst Cao Cấp",4,33855c4f-a2ce-4fcf-8975-b5df6fd959c5,2013-09-13,12.6,16,"Toàn thời gian","Nòng cốt","Ready in 1 Year","Trưởng phòng",049c1691-8703-46c2-900f-8e78c09a1769,61.4,46.4,48.7,53.9,Medium,{},{},59.8,52.5,55.9,54.2,51.4,68.2,59.6,62.1,71.9,57.9,98,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:31.684313+00","Phòng Công Nghệ Thông Tin",IT,"Nguyễn Quang Nghĩa","Trưởng phòng KD Đà Nẵng","Trần Trí Hùng"
012e6508-1a8f-42bb-8303-5948f24fbb87,"Đặng Công Tùng",dang.cong.tùng60@itlgroup.vn,0965144509,,Nam,1964-11-24,1c74071c-6f03-479a-bb70-56a002c34c3d,,"Supervisor Kho Bãi",4,b6475511-39d7-40ed-929a-a57e8ef3d8af,2009-11-11,16.4,20,"Toàn thời gian","Tiềm năng","Ready Now","Trưởng phòng",db0df6e4-b7f1-40b0-9996-b527ca597b60,75.9,69.9,18.5,72.9,Low,{},{},80.7,78.4,84.3,67.4,75.0,89.3,90.1,93.6,83.6,86.7,68,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:31.839801+00","Phòng Vận Hành & Kho Bãi",OPS,"Trần Trọng Châu","Trưởng phòng Kiểm Toán Nội Bộ","Bùi Hữu Hải"
1b336d70-6f6a-4589-a4f6-059c0d0af953,"Phạm Đức Hải",pham.duc.hai61@itlgroup.vn,0943554863,,Nam,1974-11-16,1c74071c-6f03-479a-bb70-56a002c34c3d,,"Supervisor Kho Bãi",4,bd0a400d-0696-448e-8dbb-33fee83d6e76,2012-06-22,13.8,18,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",8c6368c5-8139-4462-8cd4-5ab93c890dc3,94.2,63.1,25.5,78.7,Low,{},{},85.0,80.4,79.0,78.9,90.0,100.0,93.7,85.5,96.6,100.0,36,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:32.035284+00","Phòng Vận Hành & Kho Bãi",OPS,"Huỳnh Quang Dũng","Trưởng phòng Hạ Tầng & Bảo Mật","Nguyễn Trọng Thành"
b27f0240-446e-41d2-b2de-6992db0448c5,"Trần Ngọc Nam",trần.ngọc.nam62@itlgroup.vn,0961830338,,Nam,1973-06-08,1c74071c-6f03-479a-bb70-56a002c34c3d,,"Supervisor Kho Bãi",4,0e1aaa4e-a064-4029-b977-53f3371e166d,2013-08-17,12.7,14,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Trưởng phòng",998e9d4a-ff27-41a5-b680-4007c52d42c7,66.9,87.3,22.2,77.1,Low,{},{},80.7,81.3,73.4,70.9,72.3,86.1,100.0,91.0,85.6,89.2,17,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:32.194971+00","Phòng Vận Hành & Kho Bãi",OPS,"Ngô Mỹ Châu","Trưởng phòng Hành Chính","Lý Quang Nghĩa"
b7750966-705f-4638-a8da-52a9c6071c71,"Bùi Quang Sơn",bùi.quang.son64@itlgroup.vn,0919083764,,Nam,1959-09-17,1c74071c-6f03-479a-bb70-56a002c34c3d,,"Chuyên viên Logistics Cao Cấp",4,c9b67da2-ec3f-4e23-9c9b-fd30e805564d,2019-09-19,6.6,8,"Toàn thời gian","Nòng cốt","Ready in 2 Years","Trưởng phòng",b50d6fd6-5c2e-4133-8aee-f3b093b46113,52.2,61.5,43.8,56.9,Medium,{},{},49.8,50.4,61.6,46.7,69.4,66.6,63.0,66.9,64.8,75.1,49,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:32.607678+00","Phòng Vận Hành & Kho Bãi",OPS,"Phạm Thị Linh","Trưởng phòng Kế Toán","Hồ Thanh Nguyên"
3dbd8dfc-a0d2-44fe-b1a2-13225b73b26a,"Huỳnh Đức Sơn",huynh.duc.son65@itlgroup.vn,0972360629,,Nam,1960-11-06,1c74071c-6f03-479a-bb70-56a002c34c3d,,"Chuyên viên Logistics Cao Cấp",4,0c7f9a18-4a52-4c30-8097-1a42f9bedad0,2014-02-12,12.2,14,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",debc6700-5ee6-4260-ac49-4b18419793e3,77.9,45.2,42.0,61.6,Medium,{},{},60.8,61.9,66.6,71.0,78.9,78.0,67.8,83.2,82.9,88.3,5,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:32.766972+00","Phòng Vận Hành & Kho Bãi",OPS,"Lê Tú Nguyên","Trưởng phòng C&B","Đặng Thị Hương"
d6d636e5-698b-4c3a-a688-d920005ba018,"Ngô Thanh Tuấn",ngo.thanh.tuấn66@itlgroup.vn,0959394697,,Nam,1962-07-24,1c74071c-6f03-479a-bb70-56a002c34c3d,,"Chuyên viên Logistics Cao Cấp",4,b6475511-39d7-40ed-929a-a57e8ef3d8af,2014-05-17,11.9,14,"Toàn thời gian","Tiềm năng","Ready Now","Trưởng phòng",c78be7b2-e282-41b4-87b5-ddf7eec4452e,85.8,63.7,12.0,74.8,Low,{},{},74.9,85.8,70.4,82.3,76.0,86.5,100.0,80.5,90.1,91.4,47,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:32.935774+00","Phòng Vận Hành & Kho Bãi",OPS,"Trần Trọng Châu","Trưởng phòng Kiểm Toán Nội Bộ","Vũ Hồng Huy"
7fa8deeb-c083-4254-a9a7-959d6aa5c577,"Lý Ngọc Tùng",lý.ngọc.tùng67@itlgroup.vn,0967192331,,Nam,1970-12-15,1c74071c-6f03-479a-bb70-56a002c34c3d,,"Chuyên viên Logistics Cao Cấp",4,debc6700-5ee6-4260-ac49-4b18419793e3,2013-02-24,13.2,16,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Trưởng phòng",6624defd-7d6b-45df-a029-7f14ffa6c48a,66.5,89.8,19.9,78.2,Low,{},{},69.9,60.5,80.0,69.6,78.6,80.2,66.1,98.1,79.9,98.6,35,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:33.090369+00","Phòng Vận Hành & Kho Bãi",OPS,"Đặng Thị Hương","Trưởng phòng Đào Tạo & Phát Triển","Lê Bảo Hùng"
f82ea602-9ba1-4eb3-ad97-5c3f0179831e,"Đặng Đức Lâm",dang.duc.lam184@itlgroup.vn,0914840043,,Nam,1964-04-21,cfc2cad0-813d-41b8-bbbf-5555d376e7b6,,"Chuyên viên Kế Hoạch",5,c88dd797-647d-422d-9fa9-9bc45ba5c543,2007-03-21,19.1,22,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Chuyên viên Cao Cấp",a1408646-9cc0-4f8f-8501-0b46e510fc5d,45.5,82.5,61.2,64.0,High,"{""Thâm niên thấp"",""KTP chưa hoàn thiện""}",{},57.0,46.5,66.2,56.8,64.1,62.0,53.9,86.2,73.5,74.4,50,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:19:02.615177+00","Phòng Kế Hoạch & Chiến Lược",KH,"Võ Hồng Châu","Chuyên viên KD ĐN Cao Cấp","Lê Kim Mai"
8893c553-5726-4898-8865-845121a7ff33,"Ngô Minh Thư",ngo.minh.thu69@itlgroup.vn,0969897763,,Nữ,1969-10-10,853f65f2-9c5a-4da9-91d4-5d343dbf9c95,,"Senior Marketing Executive",4,6624defd-7d6b-45df-a029-7f14ffa6c48a,2011-09-12,14.6,17,"Toàn thời gian","Tiềm năng","Ready Now","Trưởng phòng",c9b67da2-ec3f-4e23-9c9b-fd30e805564d,77.5,52.5,16.2,65.0,Low,{},{},70.0,64.7,74.0,65.2,66.5,85.4,84.7,82.0,72.2,72.6,22,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:33.416065+00","Phòng Marketing",MKT,"Lê Bảo Hùng","Trưởng phòng KD Nội Địa","Phạm Thị Linh"
eef8bd92-e008-4f85-aa16-b9cd3cd4f765,"Lý Hồng Nhung",lý.hồng.nhung70@itlgroup.vn,0958518659,,Nữ,1959-04-04,853f65f2-9c5a-4da9-91d4-5d343dbf9c95,,"Senior Marketing Executive",4,debc6700-5ee6-4260-ac49-4b18419793e3,2010-11-28,15.4,19,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",0854716d-392b-47e0-b6c1-70d9d41e5579,78.4,75.5,40.2,77.0,Medium,{},{},85.3,83.8,85.3,86.0,83.4,100.0,100.0,93.9,98.4,93.8,73,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:33.612936+00","Phòng Marketing",MKT,"Đặng Thị Hương","Trưởng phòng Đào Tạo & Phát Triển","Đỗ Hữu Long"
adf72673-8298-4634-9abc-6eafa463e36f,"Vũ Thanh Châu",vũ.thanh.chau72@itlgroup.vn,0983932683,,Nữ,1967-03-21,15723ce5-6218-41ed-98b8-6d37c2ec3216,,"Chuyên viên Pháp Lý Cao Cấp",4,33855c4f-a2ce-4fcf-8975-b5df6fd959c5,2010-09-05,15.6,18,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Trưởng phòng",b50d6fd6-5c2e-4133-8aee-f3b093b46113,53.1,86.7,22.4,69.9,Low,{},{},72.1,61.2,60.3,54.8,58.1,81.6,74.2,72.8,62.3,77.2,19,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:33.93155+00","Phòng Pháp Lý & Tuân Thủ",PLG,"Nguyễn Quang Nghĩa","Trưởng phòng KD Đà Nẵng","Hồ Thanh Nguyên"
97bedf23-a86d-4a6a-9817-2fee36b203b9,"Lê Như Chi",le.nhu.chi73@itlgroup.vn,0992961108,,Nữ,1955-01-16,15723ce5-6218-41ed-98b8-6d37c2ec3216,,"Chuyên viên Pháp Lý Cao Cấp",4,14a5ab1e-bfdb-42b2-be5e-276884e9fcaf,2020-10-11,5.5,9,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",debc6700-5ee6-4260-ac49-4b18419793e3,73.2,81.3,11.6,77.3,Low,{},{},84.6,79.9,72.2,69.8,79.9,100.0,93.1,86.8,79.3,88.6,87,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:34.130008+00","Phòng Pháp Lý & Tuân Thủ",PLG,"Võ Gia Nam","Trưởng phòng Phát Triển","Đặng Thị Hương"
cf56a906-8494-41b7-b9e3-219b6d76c76d,"Vũ Đức Dũng",vũ.duc.dũng74@itlgroup.vn,0927551135,,Nam,1964-09-18,cd30e78f-ff5c-4541-b163-47591c7062cc,,"Chuyên viên KD HN Cao Cấp",4,da5f13ee-0175-4898-b44c-e1622b7cb745,2010-12-02,15.4,17,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",6f6ca5a7-55b5-41d9-b1bc-3aca7d2efb80,65.8,63.2,28.7,64.5,Low,{},{},61.3,68.0,73.4,72.2,79.4,67.9,76.6,80.2,83.9,86.5,6,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:34.283395+00","Chi Nhánh Hà Nội",HAN,"Dương Trọng Khoa","Trưởng phòng Điều Phối Vận Chuyển","Nguyễn Tú Hương"
33c52043-018b-49ac-952a-c799e35dd86e,"Hoàng Trọng Lâm",hoàng.trọng.lam75@itlgroup.vn,0913110670,,Nam,1973-07-17,cd30e78f-ff5c-4541-b163-47591c7062cc,,"Chuyên viên KD HN Cao Cấp",4,0c7f9a18-4a52-4c30-8097-1a42f9bedad0,2015-04-28,11.0,15,"Toàn thời gian","Kế thừa","Ready Now","Trưởng phòng",12547f34-a1e2-4bd3-9388-4710e332403d,85.7,86.7,49.7,86.2,Medium,{},{},91.3,83.5,88.9,86.0,83.7,100.0,92.1,100.0,91.7,92.9,76,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:34.472081+00","Chi Nhánh Hà Nội",HAN,"Lê Tú Nguyên","Trưởng phòng C&B","Hoàng Minh Hương"
1811725f-fc9f-42da-86bc-716a7ea9345a,"Lý Công Hải",lý.cong.hai76@itlgroup.vn,0977680031,,Nam,1961-09-09,cd30e78f-ff5c-4541-b163-47591c7062cc,,"Chuyên viên KD HN Cao Cấp",4,6624defd-7d6b-45df-a029-7f14ffa6c48a,2013-09-01,12.6,16,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Trưởng phòng",998e9d4a-ff27-41a5-b680-4007c52d42c7,66.5,84.1,50.0,75.3,Medium,"{""Thiếu mentor"",""Chưa có kế hoạch kế thừa""}",{},69.1,66.8,76.1,65.7,75.6,86.5,81.1,90.3,72.6,82.1,47,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:34.659612+00","Chi Nhánh Hà Nội",HAN,"Lê Bảo Hùng","Trưởng phòng KD Nội Địa","Lý Quang Nghĩa"
4bc8caca-62f9-493b-bcd9-d9723846d6cc,"Ngô Hữu Khánh",ngo.hữu.khánh77@itlgroup.vn,0992284610,,Nam,1965-03-13,d3a14668-539e-4184-ba8e-5482120e7581,,"Chuyên viên KD ĐN Cao Cấp",4,33855c4f-a2ce-4fcf-8975-b5df6fd959c5,2014-03-07,12.1,15,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Trưởng phòng",0c7f9a18-4a52-4c30-8097-1a42f9bedad0,65.1,42.0,12.1,53.6,Low,{},{},64.3,56.2,51.9,66.1,51.7,84.2,72.3,61.4,76.1,69.1,68,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:34.820087+00","Chi Nhánh Đà Nẵng",DAD,"Nguyễn Quang Nghĩa","Trưởng phòng KD Đà Nẵng","Lê Tú Nguyên"
